cityName,countryName,latitude,longitude
Staryye Atagi,Russia,43.1227567,45.7420648
Yiyang,China,28.55386,112.35518
Panganiban,Philippines,13.9062958,124.3040904
Eleftheroúpolis,Greece,40.9156544,24.2547455
Hitachi,Japan,36.6287219,140.6618666
Jerusalem,Israel,31.768319,35.21371
Ollantaytambo,Peru,-13.2583689,-72.2642679
Dachong,China,22.465063,113.300929
Ouangani,Mayotte,-12.8490559,45.1394745
Jaguariaíva,Brazil,-24.2530306,-49.7106625
Yangji,China,42.891255,129.508945
Kourou,French Guiana,5.1677581,-52.6449937
Xilópolis,Greece,40.9292486,23.1765232
Bierawa,Poland,50.282951,18.2785364
Cachachi,Peru,-7.4509461,-78.2696832
Cogtong,Philippines,9.8220686,124.5140325
Zaragoza,Colombia,7.48688,-74.8672519
Itaocara,Brazil,-21.6704167,-42.0792577
Ituberá,Brazil,-13.734009,-39.1478933
Zhongbu,China,34.392963,104.063889
Lyubeshiv,Ukraine,51.7550673,25.498235
Santana de Parnaíba,Brazil,-23.4429961,-46.9226576
Pung-Pang,Philippines,16.0432035,119.9370328
Valkeakoski,Finland,61.3034539,23.9771623
Albergaria,Portugal,40.1694467,-8.4784931
Wanquan,China,40.766965,114.740557
Ibeto,Nigeria,10.4853153,5.1458131
Yangxiang,China,24.348365,105.759939
Doumen,China,22.2092,113.296467
Tangchi,China,46.987383,123.769368
Italó,Argentina,-31.3266229,-64.2603216
Kitob,Uzbekistan,39.1217895,66.8856247
Téra,Niger,14.0031627,0.7556575
Betong,Thailand,5.7799851,101.0372376
Zhengchang,China,34.348841,118.993664
Adare,Ireland,53.4487975,-6.176659
Tripoli,Libya,32.8872094,13.1913383
Mae Wang,Thailand,18.6796993,98.6380598
Likupang,Indonesia,1.672033,125.055298
Araulí,Honduras,13.9740494,-86.5425921
Ibirataia,Brazil,-13.9468358,-39.6724573
Aurelliana,Philippines,10.8847156,121.9757838
Lianyi,China,35.104673,118.356414
Xilaiqiao,China,32.032744,119.91921
Ifanadiana,Madagascar,-21.3032134,47.6381357
Guanyao,China,35.431682,112.283403
Monte Caseros,Argentina,-32.9576242,-68.7400523
Zhuanqukou,China,40.767544,114.886335
Now Zād,Afghanistan,32.4000226,64.4318916
Laranjeiras do Sul,Brazil,-25.4079504,-52.4134746
Dubna,Russia,56.7375175,37.1660882
Ziketan,China,35.588399,99.982552
San Miguel de Cauri,Peru,-10.10712,-76.601273
Mirimire,Venezuela,11.1626327,-68.7259306
Wenquan,China,31.364042,108.520914
Seren,Indonesia,-7.6838962,109.9764822
Kálymnos,Greece,36.9522824,26.9807653
Quebrada Canoa,Panama,8.6800991,-82.855251
Vygonichi,Russia,53.1001509,34.0612529
Cáceres,Colombia,7.579029,-75.349545
Baiyin,China,36.545015,104.138586
Tuchengzi,China,46.748522,82.978928
Ferraz de Vasconcelos,Brazil,-23.5441298,-46.3660676
Liujiagou,China,35.543089,106.550593
Oslo,Norway,59.9026039,10.767309
Arnhem,Netherlands,51.9877935,5.9030863
Bichena,Ethiopia,10.4477737,38.2031762
Maykor,Russia,58.999782,55.8855974
Kaédi,Mauritania,16.1535575,-13.5032081
Bang Bo,Thailand,13.5847649,100.851776
Le Tampon,Reunion,-21.2814327,55.5229203
Panganiban,Philippines,13.9062958,124.3040904
Weepangali,Indonesia,-9.4355285,119.2627176
Xihe,China,34.014215,105.298756
Lefengzhen,China,28.861256,116.783842
Khombole,Senegal,14.7673872,-16.685136
Xiaolong,China,31.221062,121.436555
Hopetown,South Africa,-26.1353484,28.2949405
Besançon,France,47.278918,6.07097
Chiscas,Colombia,6.552741,-72.5003179
Dayong,China,29.103856,110.451191
Mari,Indonesia,-7.7469239,110.3729973
Nova Era,Brazil,-19.7667781,-43.0343237
Brejieira,Portugal,39.764261,-8.7386338
Igbo-Ukwu,Nigeria,6.0122865,7.0175879
Ōi,Japan,35.6046794,139.730028
La Libertad,Honduras,14.7601863,-87.606295
Inírida,Colombia,3.856457,-68.2385339
Rancaerang,Indonesia,-7.4231763,106.719766
Dzüyl,Mongolia,46.7593351,103.5184746
Halle,Germany,51.4787653,12.0365785
Caluquembe,Angola,-13.7866658,14.687936
Calgary,Canada,50.9359639,-113.8998131
Medveditskiy,Russia,50.7842909,44.712888
Gununglajang,Indonesia,-6.9465,113.8331
Daohe,China,22.581293,113.896129
Murindó,Colombia,6.7810505,-76.7798172
Furukawa,Japan,37.3844286,140.3940646
Clermont-Ferrand,France,45.788378,3.1331436
Murça,Portugal,41.1013753,-7.2325243
Shimen,China,29.584292,111.380014
Baruunturuun,Mongolia,49.6285187,94.3896275
Gabao,Philippines,17.2660394,120.4194593
Koga,Japan,32.9320578,130.5063545
Longjing,China,42.76631,129.427066
Challans,France,46.8439197,-1.8718358
Nanyo,Philippines,7.3400337,125.6321356
Aral,Kazakhstan,46.803197,61.6639055
Sop Moei,Thailand,17.9341079,97.9157099
Khao Yoi,Thailand,13.2394415,99.7901781
Vilarinho da Castanheira,Portugal,41.2044165,-7.2153847
Paulba,Philippines,13.1870854,123.4572574
Kukulu,Indonesia,-6.8909727,107.90367
Midleton,Ireland,51.9138694,-8.1722173
Chornukhy,Ukraine,50.274287,32.9356191
Tambac,Philippines,16.0464514,120.3542849
Satovcha,Bulgaria,41.5565343,24.0428542
Velikiye Borki,Ukraine,49.5236512,25.7558517
Jatiraya,Indonesia,-6.3193858,106.7861804
Fengting,China,25.22796,106.78953
Sugihmukti,Indonesia,-7.2026011,107.4558555
Tuanlin,China,27.939395,104.622995
Daba,China,32.165,108.8822222
Rybnik,Poland,50.085781,18.5296459
Hilversum,Netherlands,52.2239735,5.1704277
Moriyama,Japan,35.1973352,136.9552596
Paokmotong Utara,Indonesia,-8.6282191,116.4636472
Stockholm,Sweden,59.343546,18.029487
Santa Maria,Mexico,25.5822549,-100.9086492
Tigpalay,Philippines,7.4854917,122.3399664
Wieniawa,Poland,51.3613799,20.7949705
Kafarati,Nigeria,10.3840217,11.0966373
Udon Thani,Thailand,17.4086426,102.7729369
Kolobolon,Indonesia,-10.7903678,123.1407761
20 de Noviembre,Mexico,19.4449916,-99.1082647
El Cubolero,Honduras,13.4840159,-87.6950899
Pewel Wielka,Poland,49.6574026,19.4151148
Hefu,China,31.820591,117.227219
Geshan,China,27.885191,119.359142
Mehrābpur,Pakistan,27.100102,68.3711064
Sar-e Pul,Afghanistan,35.6707473,66.0463534
Balayan,Philippines,13.9686682,120.7285858
Reforma,Mexico,17.8579334,-93.1548091
Qixia,China,32.096344,118.909159
Rzozów,Poland,49.9514305,19.7973419
Pangkungparuk,Indonesia,-8.2735418,114.8864193
Fuzhuang,China,19.535141,110.0608725
Stockholm,Sweden,59.3326658,18.056792
Colegiales,Argentina,-34.7319466,-58.6368645
Kunsan,South Korea,35.9676772,126.7366293
Kamālia,Pakistan,30.7361622,72.6661867
Penedo,Brazil,-10.2735517,-36.5536172
Kranggan,Indonesia,-7.3,109.066667
Santa Ana,Philippines,18.41253,122.133225
Rosario,Argentina,-34.5023286,-58.6661711
Neglasari,Indonesia,-6.147133,106.6232359
Saltpond,Ghana,5.2023106,-1.0514312
Dadu,Pakistan,26.732065,67.786348
Mamonovo,Russia,54.4658152,19.9348453
Thoen,Thailand,17.6143085,99.195529
Cairo,Egypt,30.0444196,31.2357116
Jami,Indonesia,-6.4045182,106.8341509
Santa Fe,Philippines,11.1856085,124.9202302
Milicz,Poland,51.5275957,17.2712122
Yatunpu,China,22.915094,112.044491
Aguas Corrientes,Uruguay,-34.5244257,-56.3908165
Haodi,China,31.0507836,121.7458676
Sundbyberg,Sweden,59.3606836,17.9701456
Kumba,Cameroon,4.6333268,9.4450439
Perpignan,France,42.6962642,2.8797149
Murowana Goślina,Poland,52.55694,17.0351289
Lokokrangan,Indonesia,-8.255,116.2591
Maliiha,Indonesia,-9.5541709,119.0285355
Gudermes,Russia,43.4321902,46.0788428
Zaslawye,Belarus,54.0006143,27.276841
Castillos,Uruguay,-34.1979128,-53.8617544
Kitaibaraki,Japan,36.7818033,140.7299857
Al Bayḑā’,Libya,32.756417,21.7376178
Malanje,Angola,-9.8251183,16.912251
Jincheng,China,35.490701,112.851831
Beiling,China,39.877206,115.881215
Estique,Peru,-17.543301,-70.017471
Padurung,Indonesia,-6.5871,106.3903
Enschede,Netherlands,52.2051033,6.9450818
Barusuda,Indonesia,-7.3506492,107.8317307
Gaocheng,China,38.021567,114.847075
Jiangzhang,China,29.482105,86.228141
Itaúna,Brazil,-20.0822785,-44.5805309
Belén de Umbría,Colombia,5.2351338,-75.8346203
Taifu,China,41.4642919,-74.3623566
Kalbugan,Philippines,7.0570002,124.7009964
Kaca,Indonesia,-4.1471884,119.9191194
Barreira,Portugal,41.2106113,-8.5404451
Airdrie,Canada,51.2828145,-114.0371938
Mang’it Shahri,Uzbekistan,42.12215,60.06276
Mopipi,Botswana,-21.2001343,24.8656498
Lipov,Czech Republic,48.9059421,17.4598869
Solna,Sweden,59.3771328,18.0104218
Banzhong,China,27.096969,119.632262
Sufang,China,23.0664459,113.1964636
Adani,Nigeria,6.7367367,7.0014657
Xiashihao,China,36.8539304,115.989656
Syracuse,United States,42.9979838,-76.1377935
Runka,Nigeria,12.4525749,7.3071075
Pojok,Indonesia,-7.8169756,111.9790773
Songbai,China,22.469575,111.89524
Yūki,Japan,36.3034445,139.8755526
Lututów,Poland,51.3541936,18.4554178
Liyang,China,31.416911,119.48421
Rubik,Albania,41.7683491,19.7859556
Nantes,France,47.2550409,-1.5401497
Nangkapayung,Indonesia,0.4994734,101.4095405
Själevad,Sweden,63.2994414,18.5988916
Taiyanghe,China,31.630613,118.421214
Oujiangcha,China,28.491356,112.615076
Claye-Souilly,France,48.9648089,2.6986517
Strasbourg,France,48.5851876,7.7342943
Itajubá,Brazil,-22.422971,-45.4602511
Qaţanah,Palestinian Territory,31.83366,35.11894
Jinanten,Indonesia,-6.8744345,111.5736596
Santa Elena,Ecuador,-2.2268901,-80.8593845
Al Mushannaf,Syria,32.7407045,36.7738708
Ceranów,Poland,52.6567115,22.2089639
Leonídio,Greece,37.1672767,22.8592838
Kafr ad Dīk,Palestinian Territory,32.0671,35.08287
Coronel Suárez,Argentina,-36.9072882,-60.3090948
Zhaobaoshan,China,29.960349,121.724208
Ujiie,Japan,36.6839265,139.9649414
Tarusa,Russia,54.7275411,37.1811404
Maceo,Colombia,6.551367,-74.787294
Chía,Colombia,4.8615787,-74.0325368
Sedandang,Indonesia,-6.2649072,106.7567589
Šalovci,Slovenia,46.8235919,16.2881649
Krajan Karangsari,Indonesia,-8.2317168,112.5633485
Xinpu,China,27.44587,118.679751
Tissa,Morocco,34.2869441,-4.6605581
Kaniv,Ukraine,49.751033,31.4697
Huddinge,Sweden,59.2234099,17.9436913
Caoxi,China,35.657343,107.730679
Bosanski Šamac,Bosnia and Herzegovina,45.0610659,18.4690346
Perm,Russia,57.9887927,56.1415665
Jinqiao,China,31.266133,121.611248
Kadudampit,Indonesia,-6.8187124,106.947666
Linhares,Brazil,-19.39656,-40.0658731
Wijewo,Poland,51.9075123,16.2061552
Gudang,Indonesia,-7.266667,111.866667
Fraga,Portugal,41.136319,-8.2053479
Xianglong,China,40.417358,117.500558
Krajan,Indonesia,-7.5450262,111.6556388
Iḩsim,Syria,35.7208473,36.5567371
Cerquilho,Brazil,-23.1744477,-47.7440315
San Antonio,Philippines,14.5508865,121.0075554
Haebaru,Japan,26.3358903,127.875104
Limoges,France,45.521519,3.5276642
Melíti,Greece,40.83,21.581667
Pursat,Cambodia,12.4651824,103.8911999
Castanheira,Portugal,41.3119638,-8.151597
Radom,Poland,52.8551656,16.7522057
Hongcheng,China,40.417547,117.504737
Obubra,Nigeria,6.085685,8.3280086
El Progreso,Panama,8.4297819,-82.8317486
Ambulong,Philippines,11.9528558,121.9311073
San Borja,Bolivia,-14.8518869,-66.7486446
Wiset Chaichan,Thailand,16.8164157,100.270206
Skýros,Greece,38.8162965,24.5955356
Piraquara,Brazil,-25.4426635,-49.0628847
Saint-Avertin,France,47.3640936,0.7259705
Manfalūţ,Egypt,27.3115158,30.9713333
Kuala Lumpur,Malaysia,3.1523104,101.7178316
Franca,Brazil,-20.5393288,-47.4013437
Qārah,Syria,34.1540161,36.7442377
Dingqing,China,31.412405,95.595761
Evinayong,Equatorial Guinea,1.4403613,10.5718086
Emporeío,Greece,36.3573462,25.4459308
Anchang,China,28.682892,115.858197
Jinshiqiao,China,40.6238989,122.5200228
Kinel’-Cherkassy,Russia,53.470219,51.5123156
Oleksandriya,Ukraine,48.6632704,33.0967875
La Esperanza,Mexico,19.421145,-99.1283211
Lixin,China,33.144724,116.208635
Glória do Goitá,Brazil,-7.9995755,-35.2947008
Bulag,Mongolia,49.8590398,100.6279364
Kaliningrad,Russia,54.8151488,20.2520662
Luzhou,China,28.871569,105.44174
Khiwa,Uzbekistan,41.3895075,60.3414529
Biris Daja,Indonesia,-7.15376,113.51969
Pinggirsari,Indonesia,-7.0837462,107.6540877
Warungtanjung,Indonesia,3.5053306,98.6783333
Rezovac,Croatia,45.8060242,17.4116835
Shiogama,Japan,38.5261686,141.0953438
Shanmei,China,22.786186,115.375158
Donglu,China,23.0861808,113.4943199
Costa de Rios Frios,Portugal,40.280218,-8.4788248
Trosa,Sweden,58.8946515,17.5331351
Ponte Nova,Brazil,-20.4115862,-42.8982244
Longkou,China,37.646108,120.477813
Parnaíba,Brazil,-2.9055447,-41.7733626
Shuanggang,China,39.042852,117.318781
Gornyy,Russia,55.111901,83.8869856
Jinhu,China,33.025433,119.020584
Radeče,Slovenia,46.0655001,15.1821191
Eskilstuna,Sweden,59.3781172,16.5102565
Plandirejo,Indonesia,-8.2795949,112.0327329
Shuitai,China,23.236168,111.409653
Tromsø,Norway,69.679788,18.9710079
Åmål,Sweden,59.0541421,12.695366
Jiujie,China,29.574103,106.537605
Matnah,Yemen,15.2525945,44.0270562
Qianqiao,China,30.972043,117.23282
Duraznopampa,Peru,-6.5581455,-77.815285
Yanjiao,China,39.944315,116.809657
Tabūk,Saudi Arabia,28.3835079,36.5661908
Noda,Japan,38.428549,140.3584644
Łubowo,Poland,53.5862715,16.3876584
Gimo,Sweden,60.1734181,18.1771765
Ostrožac,Bosnia and Herzegovina,44.9114638,15.9259321
Xibin,China,24.804061,118.609289
Guwoterus,Indonesia,-6.9460598,111.8151245
Knjazevac,Serbia,43.5660829,22.2466754
Bol’shoye Skuratovo,Russia,53.43852,36.84085
Santa Cristina Couto,Portugal,41.3258441,-8.4786662
Babakan,Indonesia,-6.588201,106.804564
Balrothery,Ireland,53.5879156,-6.1884248
Melaka,Malaysia,2.2166992,102.2039671
Agía Varvára,Greece,37.9904219,23.6583002
Chunoyar,Russia,57.4492483,97.3580243
Huangnihe,China,43.908712,127.303425
Leticia,Colombia,-4.203165,-69.935907
North Saanich,Canada,48.6197483,-123.4169098
Wutumeiren,China,36.909074,93.163273
Ouani,Comoros,-12.1349328,44.4252603
Luso,Portugal,40.3853464,-8.380125
Xing’an,China,25.611704,110.67167
Poręba Spytkowska,Poland,49.902219,20.636949
Danan,China,41.7815196,123.4582948
Kaltungo,Nigeria,9.8422682,11.3885001
Wakduwa’ Barat,Indonesia,-6.9394,113.5273
Nanyang,China,32.990664,112.528308
Petersfield,Jamaica,18.2712491,-78.0682254
Niort,France,46.3194856,-0.4546217
Jieduo,China,32.596752,95.308054
Mongar,Bhutan,27.2753739,91.2397775
Gunungpeundeuy,Indonesia,-7.5691667,107.9047222
Dongbang,China,31.647135,120.93382
Buturlinovka,Russia,50.8963676,40.5554489
Himeville,South Africa,-29.7108776,29.5078015
Sankanan,Philippines,8.3141383,124.8551784
Horní Bříza,Czech Republic,49.8401299,13.3555893
La Loma,Panama,9.315382,-82.157199
Carmen,Philippines,7.20312,124.796217
Nggelok,Indonesia,-8.6489,120.7616
Laxey,Isle of Man,54.2195351,-4.4012575
Hebian,China,26.87365,115.102495
Cruces de Anorí,Colombia,7.18334,-75.06668
Harbour Breton,Canada,47.48325,-55.79833
Znamenskoye,Russia,43.6753017,45.1243099
Xiabuji,China,26.885704,120.005147
L’vovskiy,Russia,46.4078031,47.9992194
Nglego,Indonesia,-7.261568,112.749865
28 de Noviembre,Argentina,-47.7375833,-65.896638
Nanchoc,Peru,-6.9592677,-79.2420766
Hongshan,China,22.517585,113.39277
Skärholmen,Sweden,59.272573,17.917045
Asan,South Korea,36.789796,127.0018494
Pytalovo,Russia,57.063557,27.9195
Khawr Maksar,Yemen,12.8025919,45.0398942
Wolonio,Indonesia,-8.7833,121.219
Lahishyn,Belarus,52.3359637,25.9862701
Dungang,China,40.142128,94.661966
Juḩr ad Dīk,Palestinian Territory,31.45571,34.43719
Xiabao,China,37.452432,117.523761
Kuala Terengganu,Malaysia,5.329576,103.1369108
Yayao,China,30.037192,121.154634
Barisan,Indonesia,-6.8448925,108.7883125
Ampasimanolotra,Madagascar,-18.8200534,49.0652963
Muara Siberut,Indonesia,-1.6258482,99.1788304
Bistrica pri Tržiču,Slovenia,46.3583447,14.2930813
Haukivuori,Finland,62.0249648,27.2057857
Hanzhong,China,33.06748,107.023323
Lugo,Philippines,10.8117907,123.9251851
Hayil,Saudi Arabia,27.7076143,41.9196471
Kavieng,Papua New Guinea,-2.5781167,150.8086082
Évreux,France,49.0321605,1.2408185
El Dividive,Venezuela,9.4745801,-70.7346811
Fort Abbās,Pakistan,29.2083348,72.8578648
Cikotok,Indonesia,-6.8546074,106.2963486
Pau,France,43.2916776,-0.3696612
Chaoyang,China,41.57365,120.4493879
Dingbao,China,27.5409825,109.9643521
Yong’an,China,25.941937,117.365052
Požarevac,Serbia,44.6208353,21.1842054
Cikijing,Indonesia,-7.0117033,108.3682641
Macapo,Venezuela,9.8247812,-68.4397551
Lue Amnat,Thailand,15.7015084,104.6448531
Soubré,Ivory Coast,5.7866228,-6.5890166
Beijiang,China,23.9563274,113.1916737
Ekou,China,39.134282,113.200971
Yanjiao,China,39.944315,116.809657
Abū Tīj,Egypt,27.0444171,31.3189319
Krzeszów,Poland,50.7338713,16.0708309
Araxá,Brazil,-19.59354,-46.94141
Khiwa,Uzbekistan,41.3895075,60.3414529
Jarocin,Poland,50.562666,22.3233329
Jequié,Brazil,-13.8590592,-40.0837763
Astromil,Portugal,41.1961503,-8.4156809
Wanying,China,33.048227,120.575443
Kilju,North Korea,40.9612198,129.3209986
Wanfa,China,46.228975,125.341286
Sanchang,China,31.893274,121.255306
Täby,Sweden,59.4935321,18.0655876
Primorsko,Bulgaria,42.2431463,27.760764
Pericik,Indonesia,-6.308084,106.797267
Fujieda,Japan,34.8702789,138.2530386
Wangcao,China,28.109577,107.269482
Oranzherei,Russia,45.84756,47.56635
Xinxing,China,22.69569,112.225334
Hongshi,China,29.891868,119.574295
Huyang,China,22.9353419,113.6587617
Corrientes,Argentina,-32.9760359,-60.6499935
Vredenburg,South Africa,-32.9127799,17.9946667
Gornji Milanovac,Serbia,44.0207262,20.4633133
Fushan,China,23.021478,113.121435
Repnoye,Russia,51.1018522,47.3045126
Medeiros Neto,Brazil,-17.3079902,-40.1862129
Wyszków,Poland,52.5928523,21.458395
Balungao,Philippines,15.8983567,120.7162377
Shanghang,China,25.049518,116.420098
Machico,Portugal,32.715164,-16.765857
San Antonio Oeste,Argentina,-38.9156735,-67.9800178
Liliba,Indonesia,-10.170262,123.6427533
Uíge,Angola,-7.6092767,15.0552391
Babakan,Indonesia,-6.588201,106.804564
Makato,Philippines,11.6994751,122.2790551
Niš,Serbia,43.3209022,21.8957589
Novyy Urengoy,Russia,66.1204228,76.6925385
Bobowo,Poland,53.8819853,18.5517476
Inashiki,Japan,37.165779,136.7095801
Deshan,China,28.953619,111.70719
Luoxiong,China,29.820745,90.908217
Palopat,Indonesia,1.4092978,99.2272939
Ponte,Portugal,40.6785202,-8.2792695
Champaign,United States,40.1211828,-88.2434596
Vári,Greece,37.8334351,23.802873
Nenagh,Ireland,52.86326,-8.2001004
Pochep,Russia,52.8595744,33.3645241
Gayam,Indonesia,-5.7577862,105.6984455
Grazhdanka,Russia,60.008624,30.412653
Tawan tawan,Philippines,7.8182993,122.6727616
Yangji,China,42.891255,129.508945
Łęczyce,Poland,54.5941065,17.8604786
Buenos Aires,Mexico,19.4052965,-99.1504583
Podedwórze,Poland,51.6878774,23.1996378
Chemal,Russia,51.400458,86.02293
Béboto,Chad,8.2659713,16.9388118
Léchovo,Greece,40.5843775,21.4901672
Pogranichnyy,Russia,51.7362077,54.9650811
Franca,Brazil,-20.5503886,-47.3951378
Perjuangan,Indonesia,2.7523555,98.5116903
Manabo,Philippines,17.3911787,120.7295465
Cinyasag,Indonesia,-7.0961619,108.3771645
Maganha,Portugal,41.3351832,-8.6022276
Hwasun,South Korea,35.0645029,126.9864799
Semënovskoye,Russia,55.5146696,35.8272389
Dangjiaxian,China,34.949137,104.470279
Zamora,Ecuador,-4.0620941,-78.948623
Jubao,China,23.1216171,113.2694916
Voskop,Albania,40.6098385,20.6898971
